Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"House For Sale In Budhanilkantha, Kathmandu","RudreshworChowk, Budhanilkantha, Kathmandu",Kathmandu,15000000,2,3,3.0,1,West,2012.0,409,3 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,2.6 Aana,8 months ago,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Water Supply']",3.0,5000000.0
"House For Sale InKhusibun, Naya Bazar, Kathmandu","Nabazar Khusibun, Naya Bazar, Kathmandu",Kathmandu,40000000,3,4,3.0,1,East,2075.0,267,0-3-0-0 Aana,20 Feet,20 Feet,,N/A Aana,8 months ago,[],0.75,53333333.333333336
"House On Sale @ Very Low Price : House For Sale In Mulpani, Kathmandu","Dumakhal, Mulpani, Kathmandu",Kathmandu,17500000,6,2,3.0,1,East,2007.0,433,11 Aana,20 Feet / Gravelled,20 Feet , Gravelled,4 Aana,8 months ago,"['Balcony', 'Backyard', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Well']",11.0,1590909.0909090908
"House For Sale In Manamaiju, Kathmandu","BASUKI NAG TOLE, Manamaiju, Kathmandu",Kathmandu,13500000,4,3,3.0,0,East,2075.0,388,2-2 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,2-1 Aana,8 months ago,[],2.0,6750000.0
"Business For Sale In Madhyapur Thimi, Bhaktapur","Muktinath Bank Building 1st floor, Madhyapur Thimi, Bhaktapur",Bhaktapur,2000000,0,0,,0,North,,213,900 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],2.6296566837107376,760555.5555555556
"Land For Sale In Shuklagandaki, Tanahu","Shuklagandaki Municipality, Shuklagandaki, Tanahu",Tanahu,15000000,0,0,,0,South East,,181,2-3-0-0 Ropani,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[],32.0,468750.0
"Business For Sale In Baneshwor, Kathmandu","Civil Bank, Baneshwor, Kathmandu",Kathmandu,1500000,0,0,,0,North,,298,200 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],0.5843681519357194,2566875.0000000005
"Business For Sale In Baneshwor, Kathmandu","Columbus HSS & College, Baneshwor, Kathmandu",Kathmandu,1500000,0,0,,0,East,,199,700 Sq. Feet,8 Meter / Blacktopped,8 Meter , Blacktopped,N/A Sq. Feet,8 months ago,[],2.0452885317750185,733392.857142857
"Business For Sale In Suryabinayak, Bhaktapur","Biruwa Chowk (Pipalbot), Suryabinayak, Bhaktapur",Bhaktapur,1800000,0,0,,0,North,,197,300 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],0.8765522279035792,2053500.0
"House For Sale In Imadol, Lalitpur","Pawan Prakriti English Secondary School, Imadol, Lalitpur",Lalitpur,11000000,3,1,1.0,0,North,,443,3 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],3.0,3666666.6666666665
"Land For Sale In Suryabinayak, Bhaktapur","Sirutar, Suryabinayak, Bhaktapur",Bhaktapur,1400000,0,0,,0,West,,270,4 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[],4.0,350000.0
"Business For Sale In Chabahil, Kathmandu","Gopi Krishna Movies, Chabahil, Kathmandu",Kathmandu,1400000,0,0,,0,North,,163,300 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],0.8765522279035792,1597166.6666666667
"Beautiful Sweet Home Kapan Housing : House For Sale In Bhangal, Kathmandu","na, Bhangal, Kathmandu",Kathmandu,17900000,5,5,3.0,1,East,2076.0,641,3.5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,8 months ago,[],3.0,5966666.666666667
"7 Ana Bungalow Bhangal Kapan : House For Sale In Bhangal, Kathmandu","na, Bhangal, Kathmandu",Kathmandu,34500000,5,5,3.0,2,South West,2076.0,439,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,8 months ago,"['Garden', 'Balcony', 'Microwave', 'Lawn']",7.0,4928571.428571428
"Flat For Rent In Lazimpat, Kathmandu","nil saraswati margh, Lazimpat, Kathmandu",Kathmandu,27000,0,0,,0,North,,574,3 Aana,13 Feet,13 Feet,,700 Sq. Feet,8 months ago,[],3.0,9000.0
"Beautiful (150m From Main Ringroad) Stunning, Magnificent Views, Prestigious Location : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,41000000,7,6,3.0,3,East,2012.0,1.2K,7 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,8 months ago,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Drainage', 'Water Tank', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']",7.0,5857142.857142857
"4 Story House/Building On Ring Road : House For Sale In Koteshwor, Kathmandu","Balkumari Pul, Koteshwor, Kathmandu",Kathmandu,18500000,7,4,4.0,0,East,2014.0,299,1.5 Aana,26 Feet / Blacktopped,26 Feet , Blacktopped,1.5 Aana,8 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank']",1.0,18500000.0
"Land : Land For Sale In Kalanki, Kathmandu","Dahachok Rd, Kalanki, Kathmandu",Kathmandu,1900000,0,0,0.0,0,South West,,404,1700 Sq. Feet,16 Feet / Blacktopped,16 Feet , Blacktopped,1700 Sq. Feet,8 months ago,[],4.967129291453616,382514.70588235295
"Urgent Restaurant On Sale : Business For Sale In Chabahil, Kathmandu","chabahil, Chabahil, Kathmandu",Kathmandu,1500000,0,0,,0,East,,213,4 Aana,0 Feet,0 Feet,,4 Aana,8 months ago,[],4.0,375000.0
"Property For Rent : House For Rent In Suryabinayak, Bhaktapur","darjeeling height, Suryabinayak, Bhaktapur",Bhaktapur,50000,0,0,3.0,1,East,2017.0,614,2.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2.75 Aana,8 months ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",2.0,25000.0
"Land For Sale In Kausaltar, Bhaktapur","Sanothimi, Kausaltar, Bhaktapur",Bhaktapur,3000000,0,0,,0,South,,284,3 Aana,10 Feet,10 Feet,,N/A Aana,8 months ago,[],3.0,1000000.0
"HATTIGAUDA 4.5 FLOOR HOME : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,36500000,9,10,5.0,2,South,2075.0,308,6 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,8 months ago,"['Garden', 'Frontyard', 'Wifi', 'Water Tank', 'Solar Water', 'TV Cable']",6.0,6083333.333333333
"House For Sale In Kirtipur, Kirtipur","Maitrinagar, Kirtipur, Kathmandu",Kathmandu,15000000,0,0,,0,South,,664,3 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],3.0,5000000.0
"Chapali Vangal House In Sell : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,21000000,5,4,2.0,2,West,,490,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,3 Aana,8 months ago,['Modular Kitchen'],3.0,7000000.0
"House For Sale In Chabahil, Kathmandu","Malpot Office, Chabahil, Kathmandu",Kathmandu,38000000,0,0,,0,North,,405,8 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],8.0,4750000.0
"Business For Sale In Jorpati, Kathmandu","Jorpati Narayantar, Jorpati, Kathmandu",Kathmandu,600000,0,0,,0,North,,240,500 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],1.4609203798392987,410700.0
"House At Sale At Panchakumai Marg, Kapan : House For Sale In Kapan, Kathmandu","Pancha Kumari Marg, Kapan, Kathmandu",Kathmandu,11000000,0,0,3.0,0,West,,273,2.5 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,2 Aana,8 months ago,[],2.0,5500000.0
"Flat For Rent In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,22000,4,0,,0,West,,500,900 Sq. Feet,13 Feet,13 Feet,,N/A Sq. Feet,8 months ago,[],2.6296566837107376,8366.111111111111
"House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,7500000,2,1,1.0,0,North,,510,0-3-5-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],1.0625,7058823.529411765
"2.5 Storey House On Sale At Ramkot : House For Sale In Ramkot, Kathmandu","Dadapauwa, Ramkot, Kathmandu",Kathmandu,17500000,7,3,3.0,0,East,,299,3.2 Aana,0 Feet,0 Feet,,N/A Aana,8 months ago,[],3.0,5833333.333333333
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,1350000,0,0,,0,West,,292,4 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],4.0,337500.0
"Land Sale : Land For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu",Kathmandu,1700000,0,0,,0,South,,262,0-4-3-0 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,8 months ago,[],1.1875,1431578.9473684211
"Land On Sale : Land For Sale In Manamaiju, Kathmandu","Manamaiju opposite to manshing school, Manamaiju, Kathmandu",Kathmandu,5000000,0,0,,0,West,,247,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,4 Aana,8 months ago,[],4.0,1250000.0
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,5200000,0,0,,0,North,,279,3 Aana,24 Feet,24 Feet,,N/A Sq. Feet,8 months ago,[],3.0,1733333.3333333333
"Flat For Rent In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,20000,0,0,,0,North,,390,900 Sq. Feet,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],2.6296566837107376,7605.555555555556
"Land For Sale In Lekhnath, Pokhara","Dhungepatan, Lekhnath, Pokhara",Pokhara,1800000,0,0,,0,West,,232,60 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],60.0,30000.0
"2.5 Storey House On Sale At Pachdhara Gairigau, Swoyambhu : House For Sale In Swayambhu, Kathmandu","gairigaun, Swayambhu, Kathmandu",Kathmandu,27000000,0,0,,0,East,,466,9 Aana,0 Feet,0 Feet,,N/A Aana,8 months ago,[],9.0,3000000.0
"House For Sale In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,13000000,2,1,1.0,0,East,,290,0-3-3-3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],0.984375,13206349.206349207
"House For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,13000000,0,0,,0,North,,238,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],0.875,14857142.857142856
"House For Rent In Maharajgunj, Kathmandu","Nirmal Niwas, Maharajgunj, Kathmandu",Kathmandu,250000,0,0,,0,West,,430,30 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],30.0,8333.333333333334
"Flat For Rent In Basundhara, Kathmandu","IVF Nepal | Green City Hospital, Basundhara, Kathmandu",Kathmandu,30000,2,1,,0,West,,319,900 Sq. Feet,10 Feet,10 Feet,,N/A Sq. Feet,8 months ago,[],2.6296566837107376,11408.333333333334
"Land For Sale In Namobuddha, Kavre","Namobuddha Municipality Office, Namobuddha, Kavre",Kavre,1050000,0,0,,0,West,,345,0-8-5-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,8 months ago,[],2.3125,454054.0540540541
"House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor Municipality Head Office, Tarkeshwor, Kathmandu",Kathmandu,8000000,7,3,,0,West,,339,4 Aana,10 Feet,10 Feet,,N/A Sq. Feet,8 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",4.0,2000000.0
"A Bungalow For Rent At Comfort Housing, Thaiba : House For Rent In Thaiba, Lalitpur","Comfort Housing, Phase II, Thaiba, Lalitpur",Lalitpur,48000,4,3,2.0,1,South,2019.0,445,0-4-1-0 Aana,15 Feet / Paved,15 Feet , Paved,1600 + Sq. Feet,8 months ago,"['Backyard', 'Balcony', 'Water Supply', 'Modular Kitchen']",1.0625,45176.470588235294
"Office Space : Office Space For Rent In Sankhamul, Kathmandu","suruchi marga-34, Sankhamul, Kathmandu",Kathmandu,30000,0,0,,0,East,,376,871.80 Sq. Feet,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,8 months ago,[],2.547260774287801,11777.35719201652
"Greenland Home For Sale : House For Sale In Tokha, Kathmandu","na, Tokha, Kathmandu",Kathmandu,17800000,5,6,3.0,1,South,2076.0,519,3.1 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,8 months ago,[],3.0,5933333.333333333
"Villa 8 Ana : Land For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,,0,North East,,318,0-8-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,8 months ago,[],2.0,2000000.0
"Baluwakhani 3.5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu",Kathmandu,21800000,5,6,3.0,1,North East,2076.0,689,3.5 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,8 months ago,[],3.0,7266666.666666667
"House For Sale In Kalopul, Kathmandu","Best Venue (Previously Hira Ratna Cinema), Kalopul, Kathmandu",Kathmandu,29000000,0,0,,0,West,,445,0-3-3-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Aana,8 months ago,[],0.9375,30933333.333333332
"Land For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,6000000,0,0,,0,West,,227,0-7-2-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],1.875,3200000.0
"House For Sale In Birgunj, Parsa","Alakhiya math main road, Birgunj, Parsa",Parsa,4500000,24,22,4.0,3,East,,633,43 Dhur,30 Feet / Blacktopped,30 Feet , Blacktopped,16000 Sq. Feet,8 months ago,['Balcony'],14.577000000000002,308705.4949578102
"Land For Sale In Kalanki, Kathmandu","Makalu Petrol Pump, Kalanki, Kathmandu",Kathmandu,3500000,0,0,,0,West,,274,0-3-0-0 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[],0.75,4666666.666666667
"Land For Sale In Naikap, Kathmandu","Naya Naikap, Naikap, Kathmandu",Kathmandu,2400000,0,0,,0,West,,267,0-6-3-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[],1.6875,1422222.2222222222
"HOUSE FOR SALE : House For Sale In Basundhara, Kathmandu","Shree tole, Basundhara, Kathmandu",Kathmandu,23000000,4,3,2.0,0,South,,705,3.1 Aana,15 Feet / Gravelled,15 Feet , Gravelled,3 Aana,9 months ago,"['Drainage', 'Water Supply', 'Water Tank', 'Store Room']",3.0,7666666.666666667
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,29000000,5,0,3.0,0,West,,1.2K,0-4-0-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.0,29000000.0
"Flat For Rent In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,13000,0,0,,0,North,,1.2K,700 Sq. Feet,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.0452885317750185,6356.0714285714275
"House For Sale In Tinkune, Kathmandu","Subidhanagar, Tinkune, Kathmandu",Kathmandu,37500000,0,0,,0,North,,345,0-4-2-0 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",1.125,33333333.333333332
"House For Sale In Kadaghari, Kathmandu","Gothatar, Kadaghari, Kathmandu",Kathmandu,11500000,0,0,,0,North,,643,0-3-5-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],1.0625,10823529.411764706
"House For Sale In Kadaghari, Kathmandu","Force Park Bus Stop, Kadaghari, Kathmandu",Kathmandu,12500000,6,0,,0,North,,2.3K,0-2-3-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],0.6875,18181818.181818184
"Land For Sale In Jorpati, Kathmandu","Sugamnagar Saving & Credit Co-operative Ltd, Jorpati, Kathmandu",Kathmandu,2900000,0,0,,0,West,,226,4 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],4.0,725000.0
"Land For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari",Sunsari,350000,0,0,,0,South,,249,11 Dhur,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],3.729,93858.94341646554
"House For Sale In Shantinagar, Kathmandu","Siddhicharan Marg, Shantinagar, Kathmandu",Kathmandu,42500000,6,0,3.0,4,North,2042.0,13.1K,0-6-2-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Aana,9 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",1.625,26153846.153846152
"Land For Sale In Bajrabarahi, Makwanpur","Test address, Bajrabarahi, Makwanpur",Makwanpur,200000,0,0,0.0,0,North East,,338,4 Ropani,4 Feet / Gravelled,4 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],64.0,3125.0
"Commercial And Residential : Land For Sale In Gaurighat, Kathmandu","Gaurighat Nayabasti, Gaurighat, Kathmandu",Kathmandu,4200000,0,0,,0,West,,225,0-10-0-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,0-5-0-0 Aana,9 months ago,[],2.5,1680000.0
"Greenhill City Jorpati Siva Chok Vitra : Land For Sale In Greenhill City, Mulpani, Kathmandu","Greenhill city jorpati, Greenhill city, Mulpani, Kathmandu",Kathmandu,2400000,0,0,,0,East,,247,0-5-0-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,0 Aana,9 months ago,[],1.25,1920000.0
"Land For Sale In Budhanilkantha, Kathmandu","Nearby, Kantipur Colony, Budhanilkantha, Kathmandu",Kathmandu,2300000,0,0,,0,East,,335,12 Aana,13 Feet,13 Feet,,N/A Sq. Feet,9 months ago,[],12.0,191666.66666666666
"Urgent Sale : Land For Sale In Sankhu, Kathmandu","Sakhu jane bato ko indryani chok najik healthpost ma, Sankhu, Kathmandu",Kathmandu,1200000,0,0,,0,North,,249,0-5-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,0 Aana,9 months ago,[],1.25,960000.0
"House For Sale In Kalimati, Kathmandu","Nearby, Police Station, Kalimati, Kathmandu",Kathmandu,25000000,0,0,,0,South,,240,0-1-3-0 Aana,9 Feet / Blacktopped,9 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['Wifi', 'Drainage', 'Water Tank', 'Water Well']",0.4375,57142857.14285714
"House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,22000000,0,0,,0,South,,360,4 Aana,22 Feet / Gravelled,22 Feet , Gravelled,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",4.0,5500000.0
"Budhanilkantha House Sale : House For Sale In Pasikot, Kathmandu","Budhanilkantha, Pasikot, Kathmandu",Kathmandu,30000000,5,4,3.0,2,West,2075.0,462,0-4-0-0 Aana,20 Feet,20 Feet,,N/A Aana,9 months ago,[],1.0,30000000.0
"House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,17500000,0,0,,0,South,,430,3 Aana,13 Feet,13 Feet,,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",3.0,5833333.333333333
"Office Space For Rent In Naxal, Kathmandu","Nearby, Sunrise Bank, Naxal, Kathmandu",Kathmandu,130000,0,0,,0,North,,375,8 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],8.0,16250.0
"House For Sale In Imadol, Lalitpur","Nearby, Little Angel's College of Higher Studies, Imadol, Lalitpur",Lalitpur,15000000,0,0,,0,South,,304,0-2-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],0.625,24000000.0
"For Sale : Land For Sale In Jorpati, Kathmandu","Jorpati makalbari highway, Jorpati, Kathmandu",Kathmandu,3700000,0,0,,0,West,,262,0-4-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,0 Aana,9 months ago,[],1.125,3288888.888888889
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1450000,0,0,,0,North,,396,0-3-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],0.9375,1546666.6666666667
"Apartment For Sale : Apartment For Sale In Jhamsikhel, Lalitpur","Thadodhunga, Jhamsikhel, Lalitpur",Lalitpur,12000000,2,1,1.0,1,East,2016.0,914,700 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,"['Washing Machine', 'Wifi', 'Microwave', 'Balcony', 'Gym', 'Garden', 'TV Cable', 'Swimming Pool', 'Drainage']",2.0452885317750185,5867142.857142856
"New House : House For Sale In Ranipauwa, Pokhara","mahendra pul, Ranipauwa, Pokhara",Pokhara,37000000,7,5,3.0,3,South East,2074.0,668,6.5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,6.5 Aana,9 months ago,"['Garage', 'Backyard', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Kids Playground', 'Parking', 'Store Room']",6.0,6166666.666666667
"Land For Sale In Kirtipur, Kirtipur","Kirtipur, Kirtipur, Kathmandu",Kathmandu,800000,0,0,,0,South,,459,16 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],16.0,50000.0
"Land For Sale In Chamati, Kathmandu","Bijeshwori, Chamati, Kathmandu",Kathmandu,4000000,0,0,,0,West,,322,3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],3.0,1333333.3333333333
"House For Sale In Bhaisepati, Lalitpur","Nearby, Talimkendra, Bhaisepati, Lalitpur",Lalitpur,26000000,5,4,,0,North,,419,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",4.0,6500000.0
"Land For Sale In Mulpani, Kathmandu","Nearby, Bode Pool, Mulpani, Kathmandu",Kathmandu,1400000,0,0,,0,West,,295,3 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],3.0,466666.6666666667
"House For Sale In Sukedhara, Kathmandu","Near Hemshospital, Sukedhara, Kathmandu",Kathmandu,29800000,11,0,,0,North,,473,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",5.0,5960000.0
"जग्गा बिक्री मा : Land For Sale In Godawari, Lalitpur","टिकाभैरब कोटडाॅडा रोड, Godawari, Lalitpur",Lalitpur,350000,0,0,,0,East,,610,27 Aana,24 Feet / Gravelled,24 Feet , Gravelled,N/A Aana,9 months ago,[],27.0,12962.962962962964
"Business For Sale In Thamel, Kathmandu","Nearby Everest School, Thamel, Kathmandu",Kathmandu,1700000,0,0,,0,West,,402,1000 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.9218407596785974,581825.0
"Business For Sale In Madhyapur Thimi, Bhaktapur","Nearby Madhyapur Hospital, Madhyapur Thimi, Bhaktapur",Bhaktapur,800000,0,0,,0,South,,257,1000 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.9218407596785974,273800.0
"Business For Sale In Baneshwor, Kathmandu","Nearby Ace college, Baneshwor, Kathmandu",Kathmandu,1900000,0,0,,0,North,,228,1000 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.9218407596785974,650275.0
"House On Sale Or For Rent In Kirtipur : House For Sale In Kirtipur, Kirtipur","Bhatkepati (Prithivi Chowk), Kirtipur, Kathmandu",Kathmandu,25000000,6,4,3.0,1,South,2019.0,374,0-4-2-3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,2548 Sq. Feet,9 months ago,"['Garden', 'Frontyard']",1.171875,21333333.333333332
"House For Sale In Baneshwor, Kathmandu","Buddhanagar, Baneshwor, Kathmandu",Kathmandu,32000000,0,0,,0,South,,1.2K,6 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],6.0,5333333.333333333
"House For Sale In Dharan, Dharan","Nearby, Phusre, Dharan, Dharan",Dharan,10000000,0,0,,0,West,,567,10 Dhur,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],3.39,2949852.5073746312
"House For Sale In Patan, Lalitpur","Okubahal, Patan, Lalitpur",Lalitpur,15000000,0,0,,0,West,,374,0-1-0-0 Aana,40 Feet / Paved,40 Feet , Paved,0-1-0-0 Aana,9 months ago,[],0.25,60000000.0
"House For Sale In Pokhara, Pokhara","Kaski, Pokhara, Pokhara",Pokhara,9500000,0,0,,0,West,,568,0-7-2-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],1.875,5066666.666666667
"Land For Sale : Land For Sale In Chabahil, Kathmandu","Aarubari Nageshwor Housing, Chabahil, Kathmandu",Kathmandu,3500000,0,0,,0,South East,,348,0-5-3-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,9 months ago,[],1.4375,2434782.6086956523
"Flat For Rent In Hattiban, Lalitpur","Nearby, LA School, Hattiban, Lalitpur",Lalitpur,15000,2,1,,0,West,,596,700 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.0452885317750185,7333.928571428571
