Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"Land For Sale In Lubhu, Lalitpur","Lubhu Sundar Basti, Lubhu, Lalitpur",Lalitpur,1650000,0,0,,0,South,,469,0-3-3-0 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],0.9375,1760000.0
"House For Sale In Thali, Kathmandu","Nearby, Thali Buspark, Thali, Kathmandu",Kathmandu,11000000,0,0,,0,West,,344,3 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']",3.0,3666666.6666666665
"Flat For Rent In Bhaisepati, Lalitpur","Near Pritikunda Dham, Bhaisepati, Lalitpur",Lalitpur,16000,0,0,,0,West,,615,1000 Sq. Feet,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],2.9218407596785974,5476.0
"Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,25000,0,0,,0,West,,764,700 Sq. Feet,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.0452885317750185,12223.214285714284
"2.5 Storey House On Sale At Sano Mandir , Gurjudhara : House For Sale In Gurujudhara, Kathmandu","gurjudhara , sano mandir, Gurujudhara, Kathmandu",Kathmandu,17000000,6,3,2.0,2,South East,,450,4.1 Aana,11 Feet,11 Feet,,N/A Aana,9 months ago,[],4.0,4250000.0
"Flat For Rent In Biratnagar, Morang","Biratnagar, Biratnagar, Morang",Morang,17000,3,2,,0,West,,368,900 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.6296566837107376,6464.722222222223
"Civil Homes House : House For Sale In Chandragiri, Kathmandu","Civil Homes, Chandragiri, Kathmandu",Kathmandu,35000000,0,0,2.0,2,South East,,290,0-5-2-3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,"['Lawn', 'Balcony', 'Swimming Pool', 'Modular Kitchen']",1.421875,24615384.615384616
"Sanepa House Sale : House For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,30000000,4,4,3.0,2,North,,680,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,9 months ago,[],1.0,30000000.0
"Kamaldi Land Sale : Land For Sale In Kamaladi, Kathmandu","Kamaladi, Kamaladi, Kathmandu",Kathmandu,22000000,0,0,,0,North,,275,0-5-1-3 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,9 months ago,[],1.359375,16183908.045977011
"House For Sale In Sukedhara, Kathmandu","Jyotinagar, Sukedhara, Kathmandu",Kathmandu,24000000,0,0,,0,North,,1.9K,0-3-3-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",0.9375,25600000.0
"House For Sale In Kirtipur, Kirtipur","Kirtipur, Kirtipur, Kathmandu",Kathmandu,4000000,0,0,,0,South,,630,1 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.0,4000000.0
"Land For Sale In Pepsicola, Kathmandu","Birendra Chowk, Pepsicola, Kathmandu",Kathmandu,2750000,0,0,,0,South West,,819,6.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,[],6.0,458333.3333333333
"12 Anna 3 Paisa Highway Touched Land On Sale At Dhungeadda , Kalanki : Land For Sale In Kalanki, Kathmandu","Dhungeadda ,kalanki, Kalanki, Kathmandu",Kathmandu,4000000,0,0,,0,South West,,392,12 .3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,[],12.0,333333.3333333333
"Land For Sale In Kirtipur, Kirtipur","Dhalpa, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,,0,East,,417,0-4-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],1.125,1688888.888888889
"House For Sale In Dharan, Dharan","Dharan-15, Dharan, Dharan",Dharan,8500000,0,0,,0,West,,417,5 Dhur,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],1.695,5014749.262536873
"House For Sale In Dharan, Dharan","Dharan-16, Dharan, Dharan",Dharan,8000000,0,0,,0,West,,470,5 Dhur,52 Feet / Blacktopped,52 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.695,4719764.01179941
"Ploted Land On Sale At Harisiddi Near Cancer Hospital : Land For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,2500000,0,0,,0,East,,342,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,4 Aana,9 months ago,[],4.0,625000.0
"Beautiful House On Rent At Sanepa : House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,200000,6,3,2.0,6,South,,472,26 Aana,13 Feet / Paved,13 Feet , Paved,8 Aana,9 months ago,"['Balcony', 'Garden', 'Water Supply', 'Parking']",26.0,7692.307692307692
"Beautiful Square Land On Sale At Sanepa : Land For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,6000000,0,0,,0,East,,259,8 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,9 months ago,[],8.0,750000.0
"Land For Sale In Kirtipur, Kirtipur","Langol, Kirtipur, Kathmandu",Kathmandu,1200000,0,0,,0,West,,502,8 Aana,20 Feet,20 Feet,,N/A Sq. Feet,9 months ago,[],8.0,150000.0
"House For Sale In Chandragiri, Kathmandu","Chandragiri, Chandragiri, Kathmandu",Kathmandu,21000000,0,0,3.0,0,West,,264,0-3-2-1 Aana,15 Feet,15 Feet,,N/A Sq. Feet,9 months ago,[],0.890625,23578947.36842105
"Land For Sale In Chovar, Kathmandu","Chovar, Chovar, Kathmandu",Kathmandu,1500000,0,0,,0,West,,254,18 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],18.0,83333.33333333333
"House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,22500000,0,0,2.0,0,West,,802,0-3-2-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],0.90625,24827586.20689655
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkanth, Budhanilkantha, Kathmandu",Kathmandu,28000000,0,0,,0,South,,289,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],4.0,7000000.0
"House For Sale In Lamatar, Lalitpur","Lamatar, Lamatar, Lalitpur",Lalitpur,10000000,0,0,,0,West,,272,5 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],5.0,2000000.0
"House For Sale In Lamatar, Lalitpur","Lamatra, Lamatar, Lalitpur",Lalitpur,25000000,0,0,,0,West,,188,8 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],8.0,3125000.0
"Land At The Heart Of The Ktm City ,2.08 Cr : Land For Sale In Tahachal, Kathmandu","Tahachal,Ktm-13, Tahachal, Kathmandu",Kathmandu,3500000,0,0,,0,West,,405,0-5-3-3 Aana,14 Feet / Paved,14 Feet , Paved,N/A Aana,9 months ago,[],1.484375,2357894.736842105
"Baluwakhani Chok 4 Ana Home : House For Sale In Bhangal, Kathmandu","NA, Bhangal, Kathmandu",Kathmandu,24000000,6,6,3.0,1,North West,2076.0,292,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,[],4.0,6000000.0
"Baluwakhani Home : House For Sale In Bhangal, Kathmandu","NA, Bhangal, Kathmandu",Kathmandu,24000000,6,6,3.0,1,South East,2076.0,318,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,9 months ago,[],4.0,6000000.0
"House For Sale In Imadol, Lalitpur","Sheetal tole, Imadol, Lalitpur",Lalitpur,21000000,5,3,3.0,3,East,2014.0,384,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,1880 Sq. Feet,9 months ago,"['Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'TV Cable', 'Balcony', 'Internet']",0.75,28000000.0
"Land For Sale In Ekantakuna, Lalitpur","Opposite of Dav College, Ekantakuna, Lalitpur",Lalitpur,5500000,0,0,,0,West,,302,11 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],11.0,500000.0
"Land On Sale On Lagankhel, Lalitpur : Land For Sale In Lagankhel, Lalitpur","Next to Campaign School, Lalitpur, Lagankhel, Lalitpur",Lalitpur,5000000,0,0,,0,East,,354,0-5-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,[],1.25,4000000.0
"Land For Sale In Satungal, Kathmandu","Satungal, Satungal, Kathmandu",Kathmandu,2000000,0,0,,0,North,,310,0-8-1-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.0625,969696.9696969697
"Land For Sale In Kadaghari, Kathmandu","Nearby, Forcepark, Kadaghari, Kathmandu",Kathmandu,2500000,0,0,,0,North,,270,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],4.0,625000.0
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,12500000,0,0,2.0,0,East,,1.8K,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],3.0,4166666.6666666665
"Flat For Rent In Narephate, Kathmandu","Near, Mahanagriye Police Chauki., Narephate, Kathmandu",Kathmandu,19500,3,0,,0,West,,381,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.7531044558071585,11123.125
"Land For Sale In Sanepa, Lalitpur","opposite to old star hospital, Sanepa, Lalitpur",Lalitpur,1000000,0,0,,0,West,,914,5 Aana,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],5.0,200000.0
"House For Sale In Tokha, Kathmandu","Nearby, Grandy Hospital, Tokha, Kathmandu",Kathmandu,27500000,5,3,3.0,0,South,,559,4 Aana,26 Feet / Gravelled,26 Feet , Gravelled,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Parking', 'Store Room']",4.0,6875000.0
"House For Sale In Jorpati, Kathmandu","Narayantar, Jorpati, Kathmandu",Kathmandu,24000000,0,0,3.0,0,South,,449,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],4.0,6000000.0
"Land For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,2000000,0,0,,0,South,,676,0-3-2-0 Aana,24 Feet / Gravelled,24 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],0.875,2285714.285714286
"House For Sale In Nepaltar, Kathmandu","Nearby, Laxmi Bank, Nepaltar, Kathmandu",Kathmandu,24000000,11,3,3.0,0,North,,282,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",4.0,6000000.0
"Land For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,1900000,0,0,,0,South,,396,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],4.0,475000.0
"House For Sale In Harisiddhi, Lalitpur","Nearby, Harisiddhi Buspark Chowk, Harisiddhi, Lalitpur",Lalitpur,11500000,0,0,1.0,0,East,,402,33 Aana,13 Feet,13 Feet,,N/A Sq. Feet,9 months ago,[],33.0,348484.8484848485
"House On Sale At Dhungedhara : House For Sale In Dhungedhara, Kathmandu","dhungedhara, Dhungedhara, Kathmandu",Kathmandu,24500000,7,4,,0,West,,269,3.3 Aana,12 Feet,12 Feet,,N/A Aana,9 months ago,['Garden'],3.0,8166666.666666667
"House For Rent In Baneshwor, Kathmandu","Baneshwor, Baneshwor, Kathmandu",Kathmandu,100000,0,0,,0,West,,645,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],4.0,25000.0
"Urgent Sale Dhulikhel Land : Land For Sale In Bhaktapur, Bhaktapur","dhulikhel tourist area, Bhaktapur, Bhaktapur",Bhaktapur,250000,0,0,,0,East,,499,16 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,9 months ago,[],16.0,15625.0
"भैंसेपाटीमा नयाँ घर बिक्रिमा !! 285 Lakh ( Negotiable ) : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,28500000,3,5,3.0,1,South West,2019.0,864,0-4-2-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,9 months ago,"['Balcony', 'Gym', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Fencing', 'Frontyard']",1.125,25333333.333333332
"Urgent Sale Dhulikhel Land : Land For Sale In Bhaktapur, Bhaktapur","dhulikhel tourist area, Bhaktapur, Bhaktapur",Bhaktapur,1050000,0,0,,0,East,,271,18 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,9 months ago,[],18.0,58333.333333333336
"BUDHANILKANTHA VILLA LAND : Land For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,4200000,0,0,,0,North East,,374,8 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,[],8.0,525000.0
"GOLFUTAR HEPLAI CLASSIC BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,62000000,4,6,3.0,4,East,2076.0,1.1K,10 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,"['Modular Kitchen', 'Microwave', 'TV Cable', 'Garden', 'Backyard', 'Frontyard', 'Balcony']",10.0,6200000.0
"Basundhra Choker 6 Ana Home : House For Sale In Basundhara, Kathmandu","na, Basundhara, Kathmandu",Kathmandu,42500000,6,6,4.0,2,South,2075.0,277,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,"['Modular Kitchen', 'TV Cable', 'Balcony']",6.0,7083333.333333333
"Hattigauda Chokaima 4 Ana Home : House For Sale In Hattigauda, Kathmandu","na, Hattigauda, Kathmandu",Kathmandu,24500000,5,5,3.0,1,East,2076.0,444,4 Aana,30 Feet / Gravelled,30 Feet , Gravelled,N/A Aana,9 months ago,"['Modular Kitchen', 'TV Cable']",4.0,6125000.0
"Busundhara 8 Ana Modern Home : House For Sale In Basundhara, Kathmandu","na, Basundhara, Kathmandu",Kathmandu,45000000,6,6,3.0,2,South West,,1.4K,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,"['Garden', 'TV Cable', 'Modular Kitchen', 'Microwave', 'Balcony', 'Backyard', 'Frontyard']",8.0,5625000.0
"Hattigauda 6.5 Ana Bungalow : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,33000000,0,0,,3,South West,,642,6.5 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,9 months ago,"['Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable']",6.0,5500000.0
"2.5 Floored House On Sale : House For Sale In Thasikhel, Lalitpur","Thashikhel-5, Near Open University Manbhawan, Amar Colony, Thasikhel, Lalitpur",Lalitpur,46500000,0,0,2.0,0,East,2070.0,484,4 Aana,21 Feet / Blacktopped,21 Feet , Blacktopped,0-4-1-2/139.11 Aana,9 months ago,"['TV Cable', 'Balcony', 'Air Condition', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Solar Water']",4.0,11625000.0
"House For Sale In Baluwatar, Kathmandu","Nearby, Russian Embassy, Baluwatar, Kathmandu",Kathmandu,34000000,5,0,3.0,0,South,,4.2K,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,9 months ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",4.0,8500000.0
"Business For Sale In Boudha, Kathmandu","Infront of KFC, Boudha, Kathmandu",Kathmandu,800000,0,0,,0,West,,284,400 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.168736303871439,684500.0000000001
"Plotting Land : Land For Sale In Nakhipot, Lalitpur","Kantipur Colony, Nakhipot, Lalitpur",Lalitpur,2200000,0,0,,0,South,,562,0-5-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,9 months ago,[],1.25,1760000.0
"Attractive Commercial Cum Residential Land At Prime Location Near Nirmal Niwas Maharajgunj For Sale : Land For Sale In Maharajgunj, Kathmandu","Behind Nirmal Niwas near UNHCR office, Maharajgunj, Kathmandu",Kathmandu,6500000,0,0,,0,East,,452,0-4-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,0-4-0-0 Aana,9 months ago,[],1.0,6500000.0
"MILAN CHOWK Land On Sale!! : Land For Sale In Mid Baneshwor, Kathmandu","MILAN CHOWK # 10, Mid Baneshwor, Kathmandu",Kathmandu,5800000,0,0,0.0,0,West,,822,4701 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],13.735573411249087,422261.2210168049
"MODERN HOUSE ON SALE!! : House For Sale In Jorpati, Kathmandu","Jambu Danda, Jorpati, Kathmandu",Kathmandu,21500000,4,3,3.0,1,East,,547,2700 Sq. Feet,12 Feet / Blacktopped,12 Feet , Blacktopped,2700 Sq. Feet,9 months ago,"['Lawn', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground']",7.888970051132214,2725324.074074074
"House For Sale In Joranku, Kathmandu","jarankhu kapresthali, Joranku, Kathmandu",Kathmandu,15900000,5,3,3.0,0,West,2075.0,403,0-3-0-0 Aana,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,0-2-4-6 Aana,9 months ago,"['Backyard', 'Frontyard', 'Balcony', 'Wifi', 'TV Cable', 'Water Supply']",0.75,21200000.0
"Apartment For Rent : Apartment For Rent In Dhapasi, Kathmandu","12 D Uranus Tower, Dhapasi, Kathmandu",Kathmandu,60000,3,2,12.0,1,South West,,600,1481 Sq. Feet,0 Feet / Blacktopped,0 Feet , Blacktopped,N/A Aana,9 months ago,"['Balcony', 'Gym', 'Garden', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Lawn', 'Swimming Pool', 'TV Cable']",4.327246165084003,13865.631330182308
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,110000,3,3,,0,East,,652,6 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],6.0,18333.333333333332
"Land For Sale In Tokha, Kathmandu","Sangla, Tokha, Kathmandu",Kathmandu,1650000,0,0,,0,South,,426,0-4-5-0 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],1.3125,1257142.857142857
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,23500000,0,0,,0,East,,448,0-3-1-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",0.8125,28923076.923076924
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,1000000,0,0,,0,North,,502,0-2-2-0 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],0.625,1600000.0
"House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk, Sukedhara, Kathmandu",Kathmandu,42000000,0,0,2.5,0,North,,318,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],4.0,10500000.0
"Business For Sale In Boudha, Kathmandu","Opp. to Boudha Gate, Boudha, Kathmandu",Kathmandu,6500000,0,0,,0,North,,291,1000 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.9218407596785974,2224625.0
"Business For Sale In Putalisadak, Kathmandu","Opp. to Nepal Investment Bank, Putalisadak, Kathmandu",Kathmandu,1800000,0,0,,0,West,,240,700 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.0452885317750185,880071.4285714285
"Business For Sale In Chabahil, Kathmandu","Opp. to Gopi Krishna Hall, Chabahil, Kathmandu",Kathmandu,2000000,0,0,,0,West,,228,1000 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],2.9218407596785974,684500.0
"Business For Sale In Sundhara, Kathmandu","Civil Mall, 4th floor, Sundhara, Kathmandu",Kathmandu,2000000,0,0,,0,North,,199,500 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.4609203798392987,1369000.0
"Business For Sale In Satdobato, Lalitpur","Dholahiti Chowk, Satdobato, Lalitpur",Lalitpur,9000000,0,0,,0,North,,185,3000 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],8.765522279035793,1026750.0
"Business For Sale In Jorpati, Kathmandu","Nearby Krishi Bikash Bank, Jorpati, Kathmandu",Kathmandu,900000,0,0,,0,North,,246,500 Sq. Feet,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],1.4609203798392987,616050.0
"Business For Sale In Newroad, Kathmandu","Park Plazza 1st floor shop no-A11, Newroad, Kathmandu",Kathmandu,550000,0,0,,0,West,,274,400 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],1.168736303871439,470593.75000000006
"Land For Sale In Kirtipur, Kirtipur","Nearby, Rarahill School, Kirtipur, Kathmandu",Kathmandu,2000000,0,0,,0,West,,396,5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],5.0,400000.0
"House For Sale In Gurujudhara, Kathmandu","Gurujudhara, Gurujudhara, Kathmandu",Kathmandu,8500000,2,1,1.0,0,West,,542,0-3-1-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,9 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",0.8125,10461538.461538462
"Land For Sale In Bafal, Kathmandu","Opposite from Makalu petrol pump, Bafal, Kathmandu",Kathmandu,3500000,0,0,,0,South,,412,0-2-5-0 Aana,18 Feet / Gravelled,18 Feet , Gravelled,N/A Sq. Feet,9 months ago,[],0.8125,4307692.307692308
"Land For Sale In Madhyapur Thimi, Bhaktapur","Nearby, Chardobato, Madhyapur Thimi, Bhaktapur",Bhaktapur,4100000,0,0,,0,South,,301,0-3-1-3 Aana,36 Feet / Blacktopped,36 Feet , Blacktopped,N/A Sq. Feet,9 months ago,[],0.859375,4770909.090909091
"House For Sale In Bharatpur, Chitwan","Naurangey, Bharatpur, Chitwan",Chitwan,13500000,3,3,3.0,3,South,,459,10 Dhur,6 Meter / Blacktopped,6 Meter , Blacktopped,N/A Sq. Feet,9 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",3.39,3982300.884955752
"House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu",Kathmandu,12500000,0,0,,0,East,,1.6K,0-2-5-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],0.8125,15384615.384615384
"Nepal Medicity Hospital Agadi 1kilo Mitar Vitra : House For Sale In Nakkhu, Lalitpur","Nepal medicity hospital near, Nakkhu, Lalitpur",Lalitpur,18000000,4,5,3.0,1,North,2019.0,593,0.3.0.0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,1900 Sq. Feet,9 months ago,"['Garage', 'Water Supply', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen', 'Water Tank']",0.75,24000000.0
"Land For Sale In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,2700000,0,0,,0,East,,402,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,9 months ago,[],5.0,540000.0
"Land For Sale In Jorpati, Kathmandu","Thali, Jorpati, Kathmandu",Kathmandu,675000,0,0,,0,West,,561,0-5-3-0 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,9 months ago,[],1.4375,469565.2173913043
"House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,46000000,0,0,,0,South West,,899,8 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,9 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",8.0,5750000.0
"Nepal Medicity Hospital Agadi 200 Mitar Vitra : House For Sale In Nakkhu, Lalitpur","Nepal medicity hospital near, Nakkhu, Lalitpur",Lalitpur,33000000,0,0,3.0,2,North,2016.0,339,0-5-1-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,2300 Aana,9 months ago,"['Garage', 'Water Supply', 'Solar Water']",1.3125,25142857.14285714
